extraction_ID,alternative_ID,source,collection_year,collection_month,collection_day,location1,location2,location3,longitude,latitude,sample_type,depth,sample_volume_liters,sample_collect_device,filter_type,filter_size_micrometer,filter_preservation,preservation_volume_milliliters,time_of_day,project,collected_by,extraction_by,extraction_date,extraction_kit,plate_or_vial,longmire_volume_input_microliter,elution_volume_microliters,extraction_plate_ID,extraction_well_ID
e02515,E1066.SKQ2021,water,2021,11,10,DBO_4.4,DBO_4,Chukchi Sea,-161.4058333,71.589,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F2
e02516,E1067.SKQ2021,water,2021,11,10,DBO_4.4,DBO_4,Chukchi Sea,-161.4058333,71.589,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G2
e02517,E1068.SKQ2021,water,2021,11,10,CEO,CEO,Chukchi Sea,-161.5248333,71.59083333,sample,42,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:18,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H2
e02518,E1069.SKQ2021,water,2021,11,10,CEO,CEO,Chukchi Sea,-161.5248333,71.59083333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:18,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A3
e02519,E1070.SKQ2021,water,2021,11,10,CEO,CEO,Chukchi Sea,-161.5248333,71.59083333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:18,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B3
e02520,E1071.SKQ2021,water,2021,11,10,DBO_4.5,DBO_4,Arctic Ocean,-161.7747167,71.71866667,sample,39,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C3
e02521,E1072.SKQ2021,water,2021,11,10,DBO_4.5,DBO_4,Arctic Ocean,-161.7747167,71.71866667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D3
e02522,E1073.SKQ2021,water,2021,11,10,DBO_4.5,DBO_4,Arctic Ocean,-161.7747167,71.71866667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E3
e02523,E1074.SKQ2021,water,2021,11,10,DBO_4.6,DBO_4,Arctic Ocean,-162.17025,71.8507,sample,37,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F3
e02524,E1075.SKQ2021,water,2021,11,10,DBO_4.6,DBO_4,Arctic Ocean,-162.17025,71.8507,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G3
e02525,E1076.SKQ2021,water,2021,11,10,DBO_4.6,DBO_4,Arctic Ocean,-162.17025,71.8507,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H3
e02526,E1077.SKQ2021,water,2021,11,10,C2,C2,Chukchi Sea,-164,71,sample,40,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:10,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A4
e02527,E1078.SKQ2021,water,2021,11,10,C2,C2,Chukchi Sea,-164,71,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:10,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B4
e02528,E1079.SKQ2021,water,2021,11,10,C2,C2,Chukchi Sea,-164,71,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:10,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C4
e02529,E1080.SKQ2021,water,2021,11,11,DBO_3.1,DBO_3,Chukchi Sea,-166.9293667,68.304,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,16:21,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D4
e02530,E1081.SKQ2021,water,2021,11,11,DBO_3.1,DBO_3,Chukchi Sea,-166.9293667,68.304,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,16:21,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E4
e02531,E1082.SKQ2021,water,2021,11,11,DBO_3.2,DBO_3,Arctic Ocean,-167.12175,68.25066667,sample,38,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:15,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F4
e02532,E1083.SKQ2021,water,2021,11,11,DBO_3.2,DBO_3,Arctic Ocean,-167.12175,68.25066667,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:15,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G4
e02533,E1084.SKQ2021,water,2021,11,11,DBO_3.2,DBO_3,Arctic Ocean,-167.12175,68.25066667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:15,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H4
e02534,E1085.SKQ2021,water,2021,11,11,DBO_3.3,DBO_3,Chukchi Sea,-167.2911667,68.19051667,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A5
e02535,E1086.SKQ2021,water,2021,11,11,DBO_3.3,DBO_3,Chukchi Sea,-167.2911667,68.19051667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B5
e02536,E1087.SKQ2021,water,2021,11,11,DBO_3.3,DBO_3,Chukchi Sea,-167.2911667,68.19051667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:26,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C5
e02537,E1088.SKQ2021,water,2021,11,11,DBO_3.4,DBO_3,Chukchi Sea,-167.4833333,68.11666667,sample,45,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,NA,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D5
e02538,E1089.SKQ2021,water,2021,11,11,DBO_3.4,DBO_3,Chukchi Sea,-167.4833333,68.11666667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,NA,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E5
e02539,E1090.SKQ2021,water,2021,11,11,DBO_3.4,DBO_3,Chukchi Sea,-167.4833333,68.11666667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,NA,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F5
e02540,E1091.SKQ2021,water,2021,11,12,DBO_3.5,DBO_3,Chukchi Sea,-167.8853333,68.013,sample,49,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:37,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G5
e02541,E1092.SKQ2021,water,2021,11,12,DBO_3.5,DBO_3,Chukchi Sea,-167.8853333,68.013,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:37,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H5
e02542,E1093.SKQ2021,water,2021,11,12,DBO_3.5,DBO_3,Chukchi Sea,-167.8853333,68.013,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:37,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A6
e02543,E1094.SKQ2021,water,2021,11,12,DBO_3.6,DBO_3,Chukchi Sea,-168.234,67.8975,sample,53,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:56,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B6
e02544,E1095.SKQ2021,water,2021,11,12,DBO_3.6,DBO_3,Chukchi Sea,-168.234,67.8975,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:56,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C6
e02545,E1096.SKQ2021,water,2021,11,12,DBO_3.6,DBO_3,Chukchi Sea,-168.234,67.8975,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:56,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D6
e02546,E1097.SKQ2021,water,2021,11,12,DBO_3.7,DBO_3,Chukchi Sea,-168.5949667,67.78283333,sample,45,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,6:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E6
e02547,E1098.SKQ2021,water,2021,11,12,DBO_3.7,DBO_3,Chukchi Sea,-168.5949667,67.78283333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,6:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F6
e02548,E1099.SKQ2021,water,2021,11,12,DBO_3.7,DBO_3,Chukchi Sea,-168.5949667,67.78283333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,6:39,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G6
e02549,E1100.SKQ2021,water,2021,11,14,M8,M8,Bering Sea,-174.68,62.20133333,sample,68,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H6
e02550,E1101.SKQ2021,water,2021,11,14,M8,M8,Bering Sea,-174.68,62.20133333,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A7
e02551,E1102.SKQ2021,water,2021,11,14,M8,M8,Bering Sea,-174.68,62.20133333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B7
e02552,E1103.SKQ2021,water,2021,11,14,DBO_1.1,DBO_1,Bering Sea,-175.0666667,62,sample,74,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C7
e02553,E1104.SKQ2021,water,2021,11,14,DBO_1.1,DBO_1,Bering Sea,-175.0666667,62,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D7
e02554,E1105.SKQ2021,water,2021,11,14,DBO_1.1,DBO_1,Bering Sea,-175.0666667,62,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E7
e02555,E1106.SKQ2021,water,2021,11,14,DBO_1.2,DBO_1,Bering Sea,-175.2086333,62.04928333,sample,76,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F7
e02556,E1107.SKQ2021,water,2021,11,14,DBO_1.2,DBO_1,Bering Sea,-175.2086333,62.04928333,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G7
e02557,E1108.SKQ2021,water,2021,11,14,DBO_1.2,DBO_1,Bering Sea,-175.2086333,62.04928333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,5:06,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H7
e02558,E1109.SKQ2021,water,2021,11,14,DBO_1.3,DBO_1,Bering Sea,-174.8778333,62.22,sample,70,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,8:01,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A8
e02559,E1110.SKQ2021,water,2021,11,14,DBO_1.3,DBO_1,Bering Sea,-174.8778333,62.22,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,8:01,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B8
e02560,E1111.SKQ2021,water,2021,11,14,DBO_1.3,DBO_1,Bering Sea,-174.8778333,62.22,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,8:01,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C8
e02561,E1112.SKQ2021,water,2021,11,14,DBO_1.4,DBO_1,Bering Sea,-174.5716,62.39033333,sample,65,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:58,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D8
e02562,E1113.SKQ2021,water,2021,11,14,DBO_1.4,DBO_1,Bering Sea,-174.5716,62.39033333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:58,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E8
e02563,E1114.SKQ2021,water,2021,11,14,DBO_1.4,DBO_1,Bering Sea,-174.5716,62.39033333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,9:58,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F8
e02564,E1115.SKQ2021,water,2021,11,14,DBO_1.5,DBO_1,Bering Sea,-174.0845,62.46833333,sample,63,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G8
e02565,E1116.SKQ2021,water,2021,11,14,DBO_1.5,DBO_1,Bering Sea,-174.0845,62.46833333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H8
e02566,E1117.SKQ2021,water,2021,11,14,DBO_1.5,DBO_1,Bering Sea,-174.0845,62.46833333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,13:19,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A9
e02567,E1118.SKQ2021,water,2021,11,14,DBO_1.6,DBO_1,Bering Sea,-173.55045,62.5605,sample,60,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:00,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B9
e02568,E1119.SKQ2021,water,2021,11,14,DBO_1.6,DBO_1,Bering Sea,-173.55045,62.5605,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:00,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C9
e02569,E1120.SKQ2021,water,2021,11,14,DBO_1.6,DBO_1,Bering Sea,-173.55045,62.5605,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:00,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D9
e02570,E1121.SKQ2021,water,2021,11,14,DBO_1.7,DBO_1,Bering Sea,-173.5004167,62.7875,sample,66,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E9
e02571,E1122.SKQ2021,water,2021,11,14,DBO_1.7,DBO_1,Bering Sea,-173.5004167,62.7875,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F9
e02572,E1123.SKQ2021,water,2021,11,14,DBO_1.7,DBO_1,Bering Sea,-173.5004167,62.7875,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,18:51,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G9
e02573,E1124.SKQ2021,water,2021,11,14,DBO_1.8,DBO_1,Bering Sea,-173.461,63.03016667,sample,65,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:50,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H9
e02574,E1125.SKQ2021,water,2021,11,14,DBO_1.8,DBO_1,Bering Sea,-173.461,63.03016667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:50,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A10
e02575,E1126.SKQ2021,water,2021,11,14,DBO_1.8,DBO_1,Bering Sea,-173.461,63.03016667,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,20:50,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B10
e02576,E1127.SKQ2021,water,2021,11,15,DBO_1.9,DBO_1,Bering Sea,-173.281,63.27833333,sample,61,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C10
e02577,E1128.SKQ2021,water,2021,11,15,DBO_1.9,DBO_1,Bering Sea,-173.281,63.27833333,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D10
e02578,E1129.SKQ2021,water,2021,11,15,DBO_1.9,DBO_1,Bering Sea,-173.281,63.27833333,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,0:34,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E10
e02579,E1130.SKQ2021,water,2021,11,15,DBO_1.10,DBO_1,Bering Sea,-172.5931667,63.60483333,sample,46,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:54,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F10
e02580,E1131.SKQ2021,water,2021,11,15,DBO_1.10,DBO_1,Bering Sea,-172.5931667,63.60483333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:54,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G10
e02581,E1132.SKQ2021,water,2021,11,15,DBO_1.10,DBO_1,Bering Sea,-172.5931667,63.60483333,sample,11,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,3:54,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H10
e02582,E1133.SKQ2021,water,2021,11,15,DBO_2.1,DBO_2,Bering Sea,-169.9187,64.67016667,sample,43,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,12:20,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A11
e02583,E1134.SKQ2021,water,2021,11,15,DBO_2.1,DBO_2,Bering Sea,-169.9187,64.67016667,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,12:20,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B11
e02584,E1135.SKQ2021,water,2021,11,15,DBO_2.1,DBO_2,Bering Sea,-169.9187,64.67016667,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,12:20,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C11
e02585,E1136.SKQ2021,water,2021,11,15,DBO_2.2,DBO_2,Bering Sea,-169.1006667,64.68,sample,41,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:44,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D11
e02586,E1137.SKQ2021,water,2021,11,15,DBO_2.2,DBO_2,Bering Sea,-169.1006667,64.68,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:44,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E11
e02587,E1138.SKQ2021,water,2021,11,15,DBO_2.2,DBO_2,Bering Sea,-169.1006667,64.68,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,15:44,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F11
e02588,E1139.SKQ2021,water,2021,11,15,DBO_2.5,DBO_2,Bering Sea,-169.1398333,64.98983333,sample,44,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:03,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G11
e02589,E1140.SKQ2021,water,2021,11,15,DBO_2.5,DBO_2,Bering Sea,-169.1398333,64.98983333,sample,31,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:03,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H11
e02590,E1141.SKQ2021,water,2021,11,15,DBO_2.5,DBO_2,Bering Sea,-169.1398333,64.98983333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,22:03,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,A12
e02591,E1142.SKQ2021,water,2021,11,16,DBO_2.4,DBO_2,Bering Sea,-169.8803333,64.95883333,sample,44,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:31,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,B12
e02592,E1143.SKQ2021,water,2021,11,16,DBO_2.4,DBO_2,Bering Sea,-169.8803333,64.95883333,sample,30,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:31,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,C12
e02593,E1144.SKQ2021,water,2021,11,16,DBO_2.4,DBO_2,Bering Sea,-169.8803333,64.95883333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,1:31,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,D12
e02594,E1145.SKQ2021,water,2021,11,16,DBO_2.3,DBO_2,Bering Sea,-168.2356667,64.66983333,sample,34,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,7:31,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,E12
e02595,E1146.SKQ2021,water,2021,11,16,DBO_2.3,DBO_2,Bering Sea,-168.2356667,64.66983333,sample,10,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,7:31,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,F12
e02596,B3,water,2021,11,16,NA,NA,Bering Sea,-168.2356667,64.66983333,field_blank,NA,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,NA,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,G12
e02597,NC,water,2021,11,8,NA,NA,Chukchi Sea,-168.9495,67.67663333,field_blank,NA,1,niskin bottle,Sterivex,0.22,95% ethanol,NA,NA,DBO,Matt Galaska,Matt Galaska,unknown,Qiagen DNeasy Blood and Tissue - spin columns,vial,NA,100,26_2023,H12
e03351,NW2301_2_10_1,water,2023,8,30,2,Northern Bering Sea,NA,-168.963,60,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,08302023 20:51:29.594,NBS,,JMW,2024_02_23,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,32_2024,A1
e03352,NW2301_2_10_2,water,2023,8,30,2,Northern Bering Sea,NA,-168.963,60,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,08302023 20:51:29.594,NBS,,JMW,2024_02_23,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,32_2024,B1
e03353,NW2301_2_10_3,water,2023,8,30,2,Northern Bering Sea,NA,-168.963,60,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,08302023 20:51:29.594,NBS,,JMW,2024_02_23,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,32_2024,C1
e03354,NW2301_3_10_1,water,2023,8,30,3,Northern Bering Sea,NA,-169.953,60.0022,sample,10,1,niskin bottle,47mm diameter cellulose nitrate membrane,0.45,longmire,,08312023 01:18:35.832,NBS,,JMW,2024_02_23,Qiagen DNeasy Blood and Tissue - 96 well plate,plate,400,100,32_2024,D1
